,0,1,2,3,4,5
731680,0,2263884874,Sun Jun 21 02:06:06 PDT 2009,NO_QUERY,Meghan_xoxo,I missed the preveiw due to Jonas in London lmao and I forgot to record it 
731840,0,2263926014,Sun Jun 21 02:13:49 PDT 2009,NO_QUERY,danielmorrow1,can't be bothered with work at all tonight! 
732000,0,2263968178,Sun Jun 21 02:21:35 PDT 2009,NO_QUERY,lalabu25,"Time for mediation, have lost my paul smith watch  if you were a watch where would you hide? hmmmm........."
732160,0,2264003037,Sun Jun 21 02:28:24 PDT 2009,NO_QUERY,frmtheinsideout,alright. i must sleep now.  this is probably gonna hurt in about three hours. 
732320,0,2264046809,Sun Jun 21 02:36:40 PDT 2009,NO_QUERY,bugsandfishes,Is DaWanda down for anyone else? I had a listing spree planned 
732480,0,2264079338,Sun Jun 21 02:42:57 PDT 2009,NO_QUERY,everybodyloves2,good morning twitter! the sun is hide today 
732640,0,2264115638,Sun Jun 21 02:50:06 PDT 2009,NO_QUERY,chrisandharvey,"@singleparentdad i can't even grow grass for a lawn! was looking forward to the beach today, which is why we're hiding indoors "
732800,0,2264151561,Sun Jun 21 02:57:12 PDT 2009,NO_QUERY,bethaned,Caught up on sleep weird dreams low energy tho 
732960,0,2264193291,Sun Jun 21 03:04:56 PDT 2009,NO_QUERY,JessicaViberg,"btw, i read out twilight last night... the most boring end ever!!!  huge disapointment! But, i love it anyways "
733120,0,2264237313,Sun Jun 21 03:13:11 PDT 2009,NO_QUERY,Garonatron1600,Is sad that he did not win the gold medal for quarters at the summer olympics like his dreams said he did 
733280,0,2264278614,Sun Jun 21 03:21:06 PDT 2009,NO_QUERY,niiilllaaa,argueing aint getting us anywhere! 
733440,0,2264318521,Sun Jun 21 03:29:14 PDT 2009,NO_QUERY,Annnnnaaaaa,aw have to go clean the hamster cage now 
733600,0,2264354179,Sun Jun 21 03:36:06 PDT 2009,NO_QUERY,docnolz,http://twitpic.com/7zvn2 - Daddy and Son... as you can see I am to big to play on it 
733760,0,2264390863,Sun Jun 21 03:43:20 PDT 2009,NO_QUERY,lisamwill,Bloody stupid British weather 
733920,0,2264429340,Sun Jun 21 03:50:43 PDT 2009,NO_QUERY,imanathira,My leg is itching 
734080,0,2264467087,Sun Jun 21 03:58:05 PDT 2009,NO_QUERY,aliceylhu,was only able to catch the end of Masterchef cos she was asleep 
734240,0,2264507324,Sun Jun 21 04:05:24 PDT 2009,NO_QUERY,ijackr,"just woke up, i dont want to get out of bed yet "
734400,0,2264540993,Sun Jun 21 04:11:46 PDT 2009,NO_QUERY,hollyd0lly_x,feels like a shit friend. im sick of having to step carefully around people all the time 
734560,0,2264580566,Sun Jun 21 04:19:13 PDT 2009,NO_QUERY,mareksvas,@rushist 
734720,0,2264616909,Sun Jun 21 04:25:54 PDT 2009,NO_QUERY,LisaSaeboe,"In pain, cant sleep  therefore, occupying myself with knock knock jokes? Yes."
734880,0,2264652359,Sun Jun 21 04:32:23 PDT 2009,NO_QUERY,dnq4life,Its fathers day. Gave my dad his gifts now cuz i wont be home later 
735040,0,2264689910,Sun Jun 21 04:39:19 PDT 2009,NO_QUERY,kateyy__,@jamiemcflyx i knoww  arghh. its not faaaaaaaaair :')
735200,0,2264728526,Sun Jun 21 04:46:17 PDT 2009,NO_QUERY,yuvipanda,Vaaranam Aiyram releasing around this time would've been PERFECT 
735360,0,2264766784,Sun Jun 21 04:52:58 PDT 2009,NO_QUERY,maaria_khan,this time last week danni was here. getting ready to go 
735520,0,2264806685,Sun Jun 21 05:00:00 PDT 2009,NO_QUERY,hendo13,Working at 9...it's gunna be wet 
735680,0,2264842092,Sun Jun 21 05:05:42 PDT 2009,NO_QUERY,lynzelectric,@zilaya ... to breathe like on some kinda tube and mcm.. Kurusssssssssssss. Ahhh kesiannnn Jill. 
735840,0,2264878308,Sun Jun 21 05:11:50 PDT 2009,NO_QUERY,sweetkitty84,It's raining in Frankfurt 
736000,0,2264914169,Sun Jun 21 05:17:48 PDT 2009,NO_QUERY,dontforgetlaura,mmhhhhh ow yes ....studying 
736160,0,2264949923,Sun Jun 21 05:23:35 PDT 2009,NO_QUERY,yeniecuties,searching!!! and signing out!!! 
736320,0,2264984476,Sun Jun 21 05:29:11 PDT 2009,NO_QUERY,paulOr,"had the worst fucking dream last night, me and sam fell off scoffolding and sam was nearly dead "
736480,0,2265019400,Sun Jun 21 05:34:42 PDT 2009,NO_QUERY,GlossyGee,@DanielleBottone i had 2 leave work early coz i was in 2 much pain 
736640,0,2265054177,Sun Jun 21 05:40:11 PDT 2009,NO_QUERY,TheRealVanessa,it's 85 degrees in OBX reaching over 92 today.. nice and sunny.. in Jersey it's 62 and raining.. awesome 
736800,0,2265088297,Sun Jun 21 05:45:30 PDT 2009,NO_QUERY,LimJodi,@melissayeap I need to talk to you. 
736960,0,2265126926,Sun Jun 21 05:51:21 PDT 2009,NO_QUERY,luvmichy,"i kept having dreams with Cujo in them. felt so real to. and i woke up, and it felt like he was laying beside me. but he wasnt "
737120,0,2265164232,Sun Jun 21 05:56:48 PDT 2009,NO_QUERY,truebloodclub,"@nileyobsession  yes Maryann Forrester looks like she will bring a lot to the show , and I did read a bit/ not all  did you ?"
737280,0,2265207873,Sun Jun 21 06:02:56 PDT 2009,NO_QUERY,MissToniii,My feet are killing from work 
737440,0,2265242880,Sun Jun 21 06:07:59 PDT 2009,NO_QUERY,aamwilliams,"Woop, new Peep Show starts recording soon. Might be the last one. "
737600,0,2265279027,Sun Jun 21 06:13:07 PDT 2009,NO_QUERY,JacobMoll86,Hung the fuck over and about to leave for work.  Here comes a loooooooooooooooooong horrible day 
737760,0,2265314872,Sun Jun 21 06:18:08 PDT 2009,NO_QUERY,jessicadizer,Oh god one is dead already 
737920,0,2265350164,Sun Jun 21 06:23:07 PDT 2009,NO_QUERY,mattstayloose,"On the beach. Surf, BBQ but no stinkin' sun.  miso"
738080,0,2265381293,Sun Jun 21 06:27:26 PDT 2009,NO_QUERY,pfhenryx3,"Iron... Done ! Now, Thinking of my Far Far Far Away Girlfriend. "
738240,0,2265421193,Sun Jun 21 06:32:42 PDT 2009,NO_QUERY,shannnna,AHHHHH misssing my dolls &lt;3 &lt;3 
738400,0,2265465588,Sun Jun 21 06:38:36 PDT 2009,NO_QUERY,nnea,i'm leaving soooon ! omg !  we're leaving in like about 30 mins ! we have to be at the airport at 10 pm ! &amp; i haven't packed ! AWESOME !!
738560,0,2265504787,Sun Jun 21 06:43:45 PDT 2009,NO_QUERY,kathiappel,"It rains and now it still rains xD  oh man, my friends (at germany) are not on "
738720,0,2265547117,Sun Jun 21 06:49:15 PDT 2009,NO_QUERY,vegandogslife,@VeganMum - oh no.   I'm so sorry to hear that.
738880,0,2265583013,Sun Jun 21 06:53:54 PDT 2009,NO_QUERY,embeep,"Where is this much feted sunshine the weather folk were promising? It is cloudy, dull and impossibly muggy "
739040,0,2265628238,Sun Jun 21 06:59:37 PDT 2009,NO_QUERY,trnz_22,wanna greet your Dad and all the Dads out there a happy father's day! and of course my dad 2. i mizzz u much pa.. wish i can hug him.. 
739200,0,2265670532,Sun Jun 21 07:04:34 PDT 2009,NO_QUERY,carolm128,i can't believe is still raining 
739360,0,2265708826,Sun Jun 21 07:09:10 PDT 2009,NO_QUERY,emcee712,I don't think it's fair that I'm sick AGAIN this year 
739520,0,2265751465,Sun Jun 21 07:14:16 PDT 2009,NO_QUERY,littleboyblues,"@gixywixypixy it was fun! sayang though, 'cuz pascalene family lang ang kulang. "
739680,0,2265791979,Sun Jun 21 07:19:04 PDT 2009,NO_QUERY,yatiirockstar,"@Beccazaini aiii. business school.  and i dont, i never even talk tyu in school! EEP! :O"
739840,0,2265830982,Sun Jun 21 07:23:43 PDT 2009,NO_QUERY,vigilooi,Rushing to complete the log book. Surprise check from superior tomorrow 
740000,0,2265876866,Sun Jun 21 07:29:03 PDT 2009,NO_QUERY,biankelz,having a hard time breathing.. 
740160,0,2265919569,Sun Jun 21 07:33:50 PDT 2009,NO_QUERY,Jenifesto,Back in Campbell River ... still sick 
740320,0,2265962023,Sun Jun 21 07:38:43 PDT 2009,NO_QUERY,ayaalkhatib,I hate you  But I can't separate
740480,0,2266000602,Sun Jun 21 07:43:00 PDT 2009,NO_QUERY,Emilyyeahh,@tommcfly no lamb revels then  x
740640,0,2266043273,Sun Jun 21 07:47:51 PDT 2009,NO_QUERY,jennabartello,Awful dream. 
740800,0,2266083487,Sun Jun 21 07:52:24 PDT 2009,NO_QUERY,AyeshaJ,"@assante OH you are SUCH a loser!!!!!!  YOU got an iPhone?!  And, what is this picture?!!  You went to grass on the green! Im jealous "
740960,0,2266129775,Sun Jun 21 07:57:39 PDT 2009,NO_QUERY,toria_ward,@gracelcfc I DO TOOOOOOOOOOOOOOOOO! 
741120,0,2266179188,Sun Jun 21 08:02:47 PDT 2009,NO_QUERY,YaniYanyCakes,Ok its been what 2 days why is my legs still hurtin  Sis wants me to go runnin again dang can I heal first  lol ok im out of shape gosh!
741280,0,2266221316,Sun Jun 21 08:07:18 PDT 2009,NO_QUERY,hellokrystal,I love Juan Carlos Huerta Jr.  and I always will.
741440,0,2266262362,Sun Jun 21 08:11:46 PDT 2009,NO_QUERY,jasonperryhawk,"@blang88 that sucks, but we could all tell it was coming. "
741600,0,2266310456,Sun Jun 21 08:16:53 PDT 2009,NO_QUERY,Audrey_O,@MizzB83 Yep! My last day 
741760,0,2266356854,Sun Jun 21 08:21:55 PDT 2009,NO_QUERY,ElectroPonce,"Mmmm, fruit salad. I don't like watermelon much any more though. "
741920,0,2266401825,Sun Jun 21 08:26:43 PDT 2009,NO_QUERY,HoggCirclestop,"Off to see Take That while the boys are playing a gig ! Feels weird , I dont like it !  x"
742080,0,2266447961,Sun Jun 21 08:31:31 PDT 2009,NO_QUERY,cristina2484,my flight is delayed which means i am going to miss my connecting flight  i'm so pissed!
742240,0,2266492270,Sun Jun 21 08:36:05 PDT 2009,NO_QUERY,katyastrophic," Feel sorry for him, he's kidless on father's day."
742400,0,2266537739,Sun Jun 21 08:40:44 PDT 2009,NO_QUERY,Awbrayy,"I miss my dad  lunch with mom, then packing for Tulsa! Kat, Honor Society, &amp; Jonas tomorrow !"
742560,0,2266587986,Sun Jun 21 08:45:54 PDT 2009,NO_QUERY,rebo11,i don't get to see my daddy today  but Happy Father's Day!
742720,0,2266629429,Sun Jun 21 08:50:08 PDT 2009,NO_QUERY,Kdudders,@hossheckler I'm right there with you buddy 
742880,0,2266673285,Sun Jun 21 08:54:43 PDT 2009,NO_QUERY,katelyn014,out for lunch with my dad and little brother. bored tho 
743040,0,2266724098,Sun Jun 21 08:59:55 PDT 2009,NO_QUERY,luvmecoturebabi,Food posioning smfh 
743200,0,2266772542,Sun Jun 21 09:04:36 PDT 2009,NO_QUERY,jessc3,@xoalysajonas12 no  i thought she would because i commented right after but she didnt.
743360,0,2266819470,Sun Jun 21 09:09:13 PDT 2009,NO_QUERY,alexaann,I had amazing time@BriannaPanza house it was awsome (: I miss you already  HAHAHA&lt;3
743520,0,2266870704,Sun Jun 21 09:14:16 PDT 2009,NO_QUERY,amandaimnetz,revision3.com is down  http://downforeveryoneorjustme.com/revision3.com
743680,0,2266913173,Sun Jun 21 09:18:35 PDT 2009,NO_QUERY,chelseadeptula,wishes she could be home for father's day.  love you dad!
743840,0,2266959393,Sun Jun 21 09:23:19 PDT 2009,NO_QUERY,MabelChristina,Happy fathers day!!!! Cherish every moment!.... Missing him 
744000,0,2267008906,Sun Jun 21 09:28:25 PDT 2009,NO_QUERY,brandyellen,@MomTV Fix-up for single moms?! Hmm....that would be a great show idea! Just need a web cam  Lookin' for deals someday will get 1
744160,0,2267053511,Sun Jun 21 09:32:52 PDT 2009,NO_QUERY,chrisjbrandon,Boooo can't belive Daisy bounced big rig... 
744320,0,2267103821,Sun Jun 21 09:37:55 PDT 2009,NO_QUERY,SinWatcher,Feeling the pain from friday's workout: Knee woke me up all night.  Abs really sore!!!  Ibuprofen not cutting it. 
744480,0,2267152152,Sun Jun 21 09:42:35 PDT 2009,NO_QUERY,Megzakarockstar,@Liztini lol u know i do. im gonna miss everyone so much! this is a sad time. so so sad.. 
744640,0,2267194983,Sun Jun 21 09:46:46 PDT 2009,NO_QUERY,Crystal89white,I just realized this is the first time I've ever been away from my daddy on Father's Day!  I miss him so much! I love u daddy!
744800,0,2267244081,Sun Jun 21 09:51:40 PDT 2009,NO_QUERY,CLOTHESMINDED1,I'M CONTAGIOUS ONCE AGAIN!!! NO FAIR! NO FUN! 
744960,0,2267295728,Sun Jun 21 09:56:51 PDT 2009,NO_QUERY,iman_moinuddin,ARRRG revision is taking up all my time!!!! i want to do something fun 
745120,0,2282169337,Mon Jun 22 11:01:42 PDT 2009,NO_QUERY,tearsandlove,Its so hot outside 
745280,0,2282299716,Mon Jun 22 11:11:37 PDT 2009,NO_QUERY,smilegurl602,the secret life of the american teenager is the worst piece of crap abcfamily has ever wasted their airtime on... and they had kyle xy 
745440,0,2282393227,Mon Jun 22 11:18:42 PDT 2009,NO_QUERY,struhar2009,@Ginger_Swan aww  that sucks!
745600,0,2282477880,Mon Jun 22 11:25:11 PDT 2009,NO_QUERY,KarenMesser,@PerezHilton Just seen your blog and the incident i wish i'd been there to help you  Stand your ground and we'll stand by you
745760,0,2282536129,Mon Jun 22 11:29:38 PDT 2009,NO_QUERY,hlebron,"Last breakfast,  at least I am doing it Hawaiin style. French toast, Yum!"
745920,0,2282671699,Mon Jun 22 11:39:47 PDT 2009,NO_QUERY,Lynnmaxx,"www.stoptanc.com www.antitanc.com  Learn how 6,800 Ca. will lose their homes and land to powerlines.  That means our home  "
746080,0,2282730900,Mon Jun 22 11:44:14 PDT 2009,NO_QUERY,PaolaaVintagee,I miss him so bad 
746240,0,2282876542,Mon Jun 22 11:55:20 PDT 2009,NO_QUERY,Has_Bookpushers,@CheeseBK We had sun earlier but I hope you get some - its usually Blighty that gets the downpour  I think we will get some later though
746400,0,2282995844,Mon Jun 22 12:04:17 PDT 2009,NO_QUERY,oxchris,"Hmm, this isn't Dead Ringer for Love! iTunes cocked it up. That's 79p I'll never see again "
746560,0,2283070080,Mon Jun 22 12:09:56 PDT 2009,NO_QUERY,smpreston,"Really, spanish homework? Why must you be extremely difficult to finish? "
746720,0,2283230344,Mon Jun 22 12:22:01 PDT 2009,NO_QUERY,Lehelton,Home please? It's stormy and I want to curl up on the couch. Instead I'm in the lonely office 
746880,0,2283313788,Mon Jun 22 12:28:18 PDT 2009,NO_QUERY,SarmAtakhanian,I miss my old twitter  fking spam had to kill it
747040,0,2283382916,Mon Jun 22 12:33:28 PDT 2009,NO_QUERY,xALLIEbabax,@Hedanielld I want an ice cappuccino!  I wish there was a Tim Hortons near the studio!
747200,0,2283498240,Mon Jun 22 12:42:13 PDT 2009,NO_QUERY,placetogo,hinwill  http://www.lastfm.de/event/1040714
747360,0,2283609670,Mon Jun 22 12:50:45 PDT 2009,NO_QUERY,papelbon999,omg bord out of my mind might have a playoff game 2day 
747520,0,2283678040,Mon Jun 22 12:56:01 PDT 2009,NO_QUERY,kloe101,@Jimtendo i had microwavable egg fried rice earlier. bad times 
747680,0,2283784731,Mon Jun 22 13:03:54 PDT 2009,NO_QUERY,CocaBeenSlinky,@elvis9jay awwww humid too? thats not good 
747840,0,2283915819,Mon Jun 22 13:13:44 PDT 2009,NO_QUERY,earearearin,"@crcsings totally makes no sense, but im sad u guys arent going! "
748000,0,2284039953,Mon Jun 22 13:23:12 PDT 2009,NO_QUERY,shimmyshimmy__,@jamie_sterling how dar u come here and not tell me 
748160,0,2284144718,Mon Jun 22 13:31:10 PDT 2009,NO_QUERY,shannaleigh,@Techmeyer so far it's a no go  but maybe next friday? we'll be celebrating our anniversary!
748320,0,2284261511,Mon Jun 22 13:39:59 PDT 2009,NO_QUERY,crckrmn77,"Momma's clear to go home, we just can't take Baby Girl home until she poops "
748480,0,2284322354,Mon Jun 22 13:44:30 PDT 2009,NO_QUERY,Sharvish,Had a great weekend with family! And now back to work 
748640,0,2284511830,Mon Jun 22 13:58:31 PDT 2009,NO_QUERY,sophieeee15,Last episode of 901210 next week and i will be on an airoplane i am sad 
748800,0,2284629815,Mon Jun 22 14:07:04 PDT 2009,NO_QUERY,RYUZAKl,and no computer.. or cable on tv  so bored watching the same movies from dvds
748960,0,2284744878,Mon Jun 22 14:15:45 PDT 2009,NO_QUERY,conversefashion,* Feeliing really BAD!!  *
749120,0,2284900832,Mon Jun 22 14:27:29 PDT 2009,NO_QUERY,jaymiii,still at my moms   
749280,0,2284956298,Mon Jun 22 14:31:35 PDT 2009,NO_QUERY,mercuryschild,"@smartpen: great news, but I assume this doesn't apply to existing users?  I bought my smartpen only about a month ago.  "
749440,0,2285042304,Mon Jun 22 14:38:07 PDT 2009,NO_QUERY,loudserenity,"@MDWarrior  if I were there, you know I'd offer every cartoon band-aid under the sun."
749600,0,2285128692,Mon Jun 22 14:44:36 PDT 2009,NO_QUERY,1sweetwhirl,@yashved_2890 jobless sux..  my daughters good-been sick on &amp; off a couple wks...ive been lucky-only got a touch of it..seems every1s sik
749760,0,2285255144,Mon Jun 22 14:54:08 PDT 2009,NO_QUERY,PhanLeMinh,@rwo Báº£n XviD kia thÃ¬ cÃ³ rá»“i anh Ã . CÃ²n DVDrip hay Bluray thÃ¬ chÆ°a. 
749920,0,2285343089,Mon Jun 22 15:00:46 PDT 2009,NO_QUERY,kayleigh0003,"I got a new water bottle, so I don't have fears of cancer causing BPAs in my water.  I just read it's not dishwasher safe. "
750080,0,2285389054,Mon Jun 22 15:04:11 PDT 2009,NO_QUERY,missbladenyc,@YungKL working...bout to head to show afterwards...tired as hell 
750240,0,2285503074,Mon Jun 22 15:12:45 PDT 2009,NO_QUERY,fbchristo,"ikes, new driveway and broken tooth = no sailing this summer "
750400,0,2285593614,Mon Jun 22 15:19:40 PDT 2009,NO_QUERY,gillymo,Off to bed. Hope tonight is better than last night. Was up through the night with pains in my tummy  sweet dreams everyone x
750560,0,2285710700,Mon Jun 22 15:28:51 PDT 2009,NO_QUERY,lpmonkee,"@Jazzybelle07 yeah, no fun "
750720,0,2285754022,Mon Jun 22 15:32:12 PDT 2009,NO_QUERY,jimmyversanini,sad.... bad....more cigarettes .... lonely life..... OMg!!!  ......... BYe
750880,0,2285846867,Mon Jun 22 15:39:37 PDT 2009,NO_QUERY,Kierra_S,I don't think i could ever date a guy with a young kid  (nothing against fathers).
751040,0,2285899715,Mon Jun 22 15:43:54 PDT 2009,NO_QUERY,firecracker81,has no internet or cable and doesn't know when i will. 
751200,0,2285982954,Mon Jun 22 15:50:29 PDT 2009,NO_QUERY,robm39,buttons are stickin  
751360,0,2286044611,Mon Jun 22 15:55:25 PDT 2009,NO_QUERY,divaladyt,I heard that this is the last season of Nip/Tuck. 
751520,0,2286104782,Mon Jun 22 16:00:11 PDT 2009,NO_QUERY,xxkate69xx,"have i got the twitter bug? ooohhh it does look like it!! seen as u wont see this, i actually miss u dean "
751680,0,2286188098,Mon Jun 22 16:06:40 PDT 2009,NO_QUERY,MissChia,@tokyodiamonds ur gonna grow it out? I just want to color mine 
751840,0,2286249013,Mon Jun 22 16:11:26 PDT 2009,NO_QUERY,VeronicaDunphy,@Amie403 miss you already 
752000,0,2286313480,Mon Jun 22 16:16:34 PDT 2009,NO_QUERY,kirsten_mary,sister's 5th grade moving on ceremony  exactly the same when i did it 10 years ago. snap.
752160,0,2286365054,Mon Jun 22 16:20:50 PDT 2009,NO_QUERY,WeddiWeddiwendy,@HAITI1 Lololol.... and yup I hate it... 
752320,0,2286418849,Mon Jun 22 16:25:14 PDT 2009,NO_QUERY,dewaynethompson,Wow  wonders wat he did to piss woo off
752480,0,2286472940,Mon Jun 22 16:29:40 PDT 2009,NO_QUERY,sherazxoxo,"@kol1986 i'm so sooryy for there family, it's so hard to loose someone we love "
752640,0,2286579361,Mon Jun 22 16:38:22 PDT 2009,NO_QUERY,nmicon,Grandma fell on floor. Just biked and picked her up. She's nor looking good. 
752800,0,2286667574,Mon Jun 22 16:45:36 PDT 2009,NO_QUERY,KitKatKaylee,"@madcase sigh I thought maybe 106 &amp; Park had a good video on, tryin to catch up on pop culture for the month  failure"
752960,0,2286722264,Mon Jun 22 16:50:08 PDT 2009,NO_QUERY,poeticsnoirev1,Please let me know yall are okay if you are in DC... I just heard the news... 
753120,0,2286772343,Mon Jun 22 16:54:19 PDT 2009,NO_QUERY,dillonreed,"hate twitter, it made me follow 100ish people and i cant stop folowing them. it wont let me  haha"
753280,0,2286828417,Mon Jun 22 16:59:02 PDT 2009,NO_QUERY,BeatriceCaraway,100+ fever. Mom keeps saying I'm going to get bronchitis for not listening to her 
753440,0,2286889367,Mon Jun 22 17:03:53 PDT 2009,NO_QUERY,arieuqes,"I've been on momoy.com for the past 3 hours.. sooo addicting. A girl can dream, can't she?! "
753600,0,2286941001,Mon Jun 22 17:08:04 PDT 2009,NO_QUERY,dsnydernc,"@BeejiveIM not showing up for me, still no update  apple, argh!!"
753760,0,2286996677,Mon Jun 22 17:12:35 PDT 2009,NO_QUERY,TheGrayIdentity,@_Bootsie_ Curb? I LOVE it. I can watch it over and over and find different parts of it funny - when is it back?! 
753920,0,2287048852,Mon Jun 22 17:16:50 PDT 2009,NO_QUERY,gabbinerd,@_Misunderstood_ he got 180 days of an logic domestic violence school &amp; 5 years of probation  it's crazy that boy don't deserve that
754080,0,2287101063,Mon Jun 22 17:21:11 PDT 2009,NO_QUERY,Dolce_doll,Dropped daddy off at L.A.X  Home now. Sooooooo hungrrrryyyyyyy
754240,0,2287916362,Mon Jun 22 18:28:13 PDT 2009,NO_QUERY,kurtboemler,Crossfit.com|cindy http://bit.ly/9MRpH.  I broke the pull-up bar.  
754400,0,2287979308,Mon Jun 22 18:33:20 PDT 2009,NO_QUERY,KattNipp,@CodeRedGCG  why u laugh?? 
754560,0,2288035148,Mon Jun 22 18:37:55 PDT 2009,NO_QUERY,Jonasforealzx3,"the secret life was so good..but a sad ending  going to bed, spanish regents in the morning ughh"
754720,0,2288086817,Mon Jun 22 18:42:04 PDT 2009,NO_QUERY,talkdiabetes,staying up WAY too late - think my energy levels are all screwed up again - getting bursts of energy at all the wrong times 
754880,0,2288139828,Mon Jun 22 18:46:17 PDT 2009,NO_QUERY,SlimScotch,@UchiManeLaFlare Me! How have you been? u just abadoned me...so not fair 
755040,0,2288194480,Mon Jun 22 18:50:39 PDT 2009,NO_QUERY,AF_Dino,homework sucks 
755200,0,2288246318,Mon Jun 22 18:54:43 PDT 2009,NO_QUERY,megangia,I'm truly so sad about Jon &amp; Kate's divorce  I feel like that marriage could have had a chance if they'd given up their show..
755360,0,2288297977,Mon Jun 22 18:58:50 PDT 2009,NO_QUERY,adelynne_11,@triciaaquino i miss you tricia! 
755520,0,2288364269,Mon Jun 22 19:03:57 PDT 2009,NO_QUERY,Meggypoo821,its so sad about Jon and Kate 
755680,0,2288416887,Mon Jun 22 19:08:06 PDT 2009,NO_QUERY,sofiesunshine,Been up for hours with @lollyisadick . She's puking all over the place  too much alcohol x
755840,0,2288468788,Mon Jun 22 19:12:06 PDT 2009,NO_QUERY,kittehhh,I dunno why people tempt me so much 
756000,0,2288524293,Mon Jun 22 19:16:24 PDT 2009,NO_QUERY,DreyaCullen,Life truley sucks sometimes 
756160,0,2288628888,Mon Jun 22 19:24:39 PDT 2009,NO_QUERY,laaaaaaneee,im soooo sleepy! i think i might fall asleep before secret life starts!  hahaha
756320,0,2288686024,Mon Jun 22 19:29:10 PDT 2009,NO_QUERY,alliecarrie,@catchthesunrays all the problems of their marriage and that they're separating 
756480,0,2288739347,Mon Jun 22 19:33:18 PDT 2009,NO_QUERY,kaitietaylor,"Aw jon and kate :'( that's so sad! I hope the kids are ok, i neve though this would happen "
756640,0,2288807162,Mon Jun 22 19:38:44 PDT 2009,NO_QUERY,raychul_5,I ripped my favorite jeans today 
756800,0,2289546454,Mon Jun 22 20:37:53 PDT 2009,NO_QUERY,JBrandon,@JackiePearce she's in Africa - haven't heard from her at all 
756960,0,2289632690,Mon Jun 22 20:45:08 PDT 2009,NO_QUERY,Canada05,Is watching fired up better be good!! And was just convinced to get up early to make pancakes! 
757120,0,2295207116,Tue Jun 23 07:37:31 PDT 2009,NO_QUERY,lucykjohnstone,Oh no...Kodak to stop making Kodachrome after 74 years  http://bit.ly/4agvCU
757280,0,2295262449,Tue Jun 23 07:41:55 PDT 2009,NO_QUERY,SaChCh,"@MLovegrove I'd hook you up, because that's what I do, but I do not have a single male friend that equals your greatness "
757440,0,2295330927,Tue Jun 23 07:47:19 PDT 2009,NO_QUERY,sarah_cb,Looks like I'm gonna gave to find a laptop repair place in Topeka becuz fan is screaming at me again 
757600,0,2295391438,Tue Jun 23 07:52:03 PDT 2009,NO_QUERY,richpoolboy,Trying to hold it together while I live this life and continue to make it better. Its not easy 
757760,0,2295462796,Tue Jun 23 07:57:38 PDT 2009,NO_QUERY,gt500princess,done packing  leave tomorrow morning!!!  really upset at all the stuff i am missing this weekend!! 
757920,0,2295519605,Tue Jun 23 08:01:55 PDT 2009,NO_QUERY,av3ry,Only three more days of processing left 
758080,0,2295601757,Tue Jun 23 08:08:15 PDT 2009,NO_QUERY,johnm1120,My group canceled 
758240,0,2295659029,Tue Jun 23 08:12:43 PDT 2009,NO_QUERY,pinwingirl,"suspects she has colic..... unfortunatly out of buscopan for the cramps, so I'll have to make do with curling up under a blankie! "
758400,0,2295727517,Tue Jun 23 08:17:56 PDT 2009,NO_QUERY,gilmartiny,"I am so sorry I crunched you with the car, baby turtle. "
758560,0,2295785462,Tue Jun 23 08:22:22 PDT 2009,NO_QUERY,kiwinicole,omg so hot outside! And so annoyed i missed the end of roddick's match 
758720,0,2295871289,Tue Jun 23 08:28:53 PDT 2009,NO_QUERY,LAURENSFACE,@sheenashe how come i missed your singing!!??? i am not close to you anymore... i used to be able to say god bless you when you sneezed 
758880,0,2295916300,Tue Jun 23 08:32:15 PDT 2009,NO_QUERY,Haffiz22,Transformers 2!!!!  not watching it so H1N1 is attacking the whole world! Curse you fat pink cocky pigs!!!! GOH TA PIEN!!!
759040,0,2296024892,Tue Jun 23 08:40:22 PDT 2009,NO_QUERY,eddiethepimp,Worried about my poor little cat.  
759200,0,2296086136,Tue Jun 23 08:44:59 PDT 2009,NO_QUERY,Lauradorapercy,"Home from school, possibly had the least productive day ever...but now I have to write a psychology essay "
759360,0,2296174558,Tue Jun 23 08:51:30 PDT 2009,NO_QUERY,TaraEscondida,going back to bed for a bit...working way too much these days  work 1300-2100
759520,0,2296265010,Tue Jun 23 08:58:18 PDT 2009,NO_QUERY,jmallinson,Currently updating my list of productivity blogs (any link suggestions welcome) http://twurl.nl/5sp4v6 So many dead links now  #gtd
759680,0,2296332260,Tue Jun 23 09:03:15 PDT 2009,NO_QUERY,katidavis,doesn't look like I'll be able to get the file of my sis' engagement pic from @kplicanic after all 
759840,0,2296397096,Tue Jun 23 09:07:59 PDT 2009,NO_QUERY,Miss_Cummins,want to be out in the sun but i have to get ready for prom! sad if @_Alicee is not going 
760000,0,2296459500,Tue Jun 23 09:12:36 PDT 2009,NO_QUERY,samecraft424,@AngelIbarra Im sure you're bummed bout leaving home for so long  but completely stoked for Warped at the same time haha
760160,0,2296561655,Tue Jun 23 09:20:10 PDT 2009,NO_QUERY,MediumTuna,@mona_tweets Oh that's cool! I can't sing at all  even though I pretend I can.
760320,0,2296675161,Tue Jun 23 09:28:43 PDT 2009,NO_QUERY,TinseltownTim,@miricallaway Hope you had fun at the WOF yesterday! I really wanted to go to that one 
760480,0,2296803342,Tue Jun 23 09:38:16 PDT 2009,NO_QUERY,leeshbeesh,Um AC in full effect! I might not wanna pack up my winter clothes  and yet their heat here is lacking in winter? Boo!
