,index,0,1,2,3,4,5
349,3491,0,2204738595,Wed Jun 17 03:00:22 PDT 2009,NO_QUERY,Sahoonie,Great! They think I've got swine flu! 
350,3501,0,2205096364,Wed Jun 17 03:56:57 PDT 2009,NO_QUERY,FallaRohmah,&gt;&gt;&gt; Mood = Crying  boo hoo
351,3511,0,2205459035,Wed Jun 17 04:47:07 PDT 2009,NO_QUERY,EmmaMarieJo,@StuCooney but its so annoying! 
352,3521,0,2205855857,Wed Jun 17 05:34:18 PDT 2009,NO_QUERY,kelliewillman,I have a bug bite on my back. 
353,3531,0,2206316109,Wed Jun 17 06:21:10 PDT 2009,NO_QUERY,yeseningles,"I love it when I am running late &amp; out the door &amp; one of my cats makes a run for it, as if I were a bad mom. "
354,3541,0,2206829587,Wed Jun 17 07:06:46 PDT 2009,NO_QUERY,devman77,@uhmberr movie maker freezes my whole computer now 
355,3551,0,2207380177,Wed Jun 17 07:51:42 PDT 2009,NO_QUERY,KadenceBrooke,Salty!!! I packed my lunch and left it on the counter  I do NOT want Subway for lunch today!!
356,3561,0,2208021793,Wed Jun 17 08:40:52 PDT 2009,NO_QUERY,Yakirax,Is wanting to get intouch with amy but she isnt onlinee 
357,3571,0,2208713100,Wed Jun 17 09:32:13 PDT 2009,NO_QUERY,karlhadwen,"Got a driving lesson in like 30 minutes, weather is bad too  #squarespace ++++ Mac tommorow wooop"
358,3581,0,2209544792,Wed Jun 17 10:30:41 PDT 2009,NO_QUERY,jcmoreno14,The iPhone OS 3.0 is out today and I want to upgrade. Just need a computer. 
359,3591,0,2210414172,Wed Jun 17 11:33:22 PDT 2009,NO_QUERY,John__94,for a minute there I though it was thursday not wedensday been happening all day (Really wish it was tomorrow  )
360,3601,0,2211348752,Wed Jun 17 12:44:41 PDT 2009,NO_QUERY,youandimproved,"I'm bummed that Gap bought out Athleta - I hate it when cool brands sell out, esp female POWER brands going mainstream - bleh! "
361,3611,0,2212670367,Wed Jun 17 14:23:18 PDT 2009,NO_QUERY,LeoWolfe,@lessthanthreeme no point now. #fail 
362,3621,0,2213388132,Wed Jun 17 15:18:27 PDT 2009,NO_QUERY,agrude,@adammshankman Noooo!  You are my favorite judge!  
363,3631,0,2214078372,Wed Jun 17 16:14:13 PDT 2009,NO_QUERY,taeng,"@soeajily the now obviously hates us  that's ok, i love it the way it is &lt;3"
364,3641,0,2214598535,Wed Jun 17 16:58:18 PDT 2009,NO_QUERY,allisonfeikema,"@rojara thanks bobby! i rambled  Oh well, more to come"
365,3651,0,2215125999,Wed Jun 17 17:42:41 PDT 2009,NO_QUERY,skunkington,@crimsonphoenixx ouccchhh holy those hurt  hopee he passes them soon
366,3661,0,2215678287,Wed Jun 17 18:27:55 PDT 2009,NO_QUERY,vaqa,boreeeeeed 
367,3671,0,2216226897,Wed Jun 17 19:12:12 PDT 2009,NO_QUERY,wizdomlakers,"@Erocc youtube it papa, I just saw it right now. Its the end of the world "
368,3681,0,2216779020,Wed Jun 17 19:57:28 PDT 2009,NO_QUERY,SusanRaymond,Suffering Tweetdeck withdrawl 
369,3691,0,2217305478,Wed Jun 17 20:40:46 PDT 2009,NO_QUERY,gvbboss,Back home frm work 
370,3701,0,2217825258,Wed Jun 17 21:26:35 PDT 2009,NO_QUERY,TanviBarua,"Had a GREAT time yesterday - I am going to miss everything when S leaves!  At least, D is here. Thank GOD!"
371,3711,0,2218283713,Wed Jun 17 22:12:12 PDT 2009,NO_QUERY,corypratt,may not see pwnage tonight 
372,3721,0,2218708795,Wed Jun 17 22:59:56 PDT 2009,NO_QUERY,CarlaMeow_xo,Ew it's raining 
373,3731,0,2219110954,Wed Jun 17 23:49:12 PDT 2009,NO_QUERY,Angela13K,Have to work now... it will be a hard and long day  and then preparing all for the painter on Monday... OMG
374,3741,0,2219516226,Thu Jun 18 00:43:08 PDT 2009,NO_QUERY,XoXmeggzieXoX,My mouth/ cheak is swelling up  hopefully it doesn't get bad got one of my bestfriends/twinns bday is this weekend &amp; I can't miss it 
375,3751,0,2220801125,Thu Jun 18 04:00:38 PDT 2009,NO_QUERY,john_c_scott,@MsilltempeRED ...thanks 4 the b-day wishes sweetz!!! i miss u...even though u hung up on me 
376,3761,0,2221181805,Thu Jun 18 04:52:22 PDT 2009,NO_QUERY,rcherny,Trying out @tweetdeck for iPhone ... groups are awesome ... Crashes a lot though  I'll stick with it for a little while. Wish: landscape!
377,3771,0,2221598558,Thu Jun 18 05:40:43 PDT 2009,NO_QUERY,treeshyy,"what i don't like about burgers is that when i eat them, the things just kept on falling and falling from the bun. so i can't enjoy it. "
378,3781,0,2222052171,Thu Jun 18 06:25:27 PDT 2009,NO_QUERY,PatrickMoorhead,@WarnerCrocker This validates that you were mistaken in buying music from them in the first place. I did too.  Will you buy from Amazon?
379,3791,0,2222587696,Thu Jun 18 07:11:04 PDT 2009,NO_QUERY,alenanichols,"@jiggawhatjulie i never, ever, ever, ever, ever, got any sort of option or indication that it was like that. i am so sorry   "
380,3801,0,2223164569,Thu Jun 18 07:56:04 PDT 2009,NO_QUERY,missfox007,walkin 2 class woke up late 
381,3811,0,2223807851,Thu Jun 18 08:44:08 PDT 2009,NO_QUERY,mkgresham,@TemerityJane Sorry to hear that 
382,3821,0,2224482395,Thu Jun 18 09:33:23 PDT 2009,NO_QUERY,marimaserati,@ UJW.  I'm stuck on my story!  None of my contacts are answering me!
383,3831,0,2225111878,Thu Jun 18 10:19:33 PDT 2009,NO_QUERY,Th3OnlyOne4U,@getlikeV Nuthin Mann Bout To Go Out In The Rain  I Dont Wanna But Skool..U Kno How That Go..smh.
384,3841,0,2225855332,Thu Jun 18 11:13:49 PDT 2009,NO_QUERY,yolmorefi,"@flyerist iPhone forbiden in plane, like wireless devices  So you have to Turn your Bluetooth off if you got an iPod..."
385,3851,0,2226490870,Thu Jun 18 12:01:07 PDT 2009,NO_QUERY,whoakat,@ThisCenturyAlex 
386,3861,0,2227127864,Thu Jun 18 12:48:41 PDT 2009,NO_QUERY,SarahHanson85,I ate too much at the office Ice Cream Social! My stomach = 
387,3871,0,2227833520,Thu Jun 18 13:41:25 PDT 2009,NO_QUERY,shabanas,@sincerelyanum i love it too! go kayla and max! and jeanine and philip are pretty hot to! they got BS from the judges 
388,3881,0,2228536982,Thu Jun 18 14:33:52 PDT 2009,NO_QUERY,FoXiiRoXii,ok..im outtie guys  no phone so ill get up wit ya when i can):
389,3891,0,2229179369,Thu Jun 18 15:23:10 PDT 2009,NO_QUERY,kayleex3jonas,"5 more finals.  only 3, 1/2 days though which isn't so bad."
390,3901,0,2229748788,Thu Jun 18 16:09:08 PDT 2009,NO_QUERY,RawRbert,http://twitpic.com/7r24m - McFly  wasnt that close tbh 
391,3911,0,2230299956,Thu Jun 18 16:55:14 PDT 2009,NO_QUERY,omglolwtfwth,@BrittaniTaylor http://twitpic.com/7pyqu - Mean! 
392,3921,0,2230849962,Thu Jun 18 17:41:38 PDT 2009,NO_QUERY,Soph1723,My punishment for going on vacation? The top of my head is peeling  i never thought i would hate the sun 
393,3931,0,2231425751,Thu Jun 18 18:31:47 PDT 2009,NO_QUERY,tycarterbk,@teachyoungminds I wanna go 
394,3941,0,2231981959,Thu Jun 18 19:17:23 PDT 2009,NO_QUERY,Rianti_W,Can't upload my new photo's 
395,3951,0,2232521529,Thu Jun 18 20:01:36 PDT 2009,NO_QUERY,katiemul,Friday lunches suck... Coz my lunch date Maddie isn't here 
396,3961,0,2233051471,Thu Jun 18 20:45:53 PDT 2009,NO_QUERY,ethansays,Nooooooooooooooooo.....not Janice.    the camp needs a crazy aunt.
397,3971,0,2233545539,Thu Jun 18 21:31:12 PDT 2009,NO_QUERY,Tiffanyching,Im not having a good day.... 
398,3981,0,2234015961,Thu Jun 18 22:16:53 PDT 2009,NO_QUERY,Amelia_Grace,@spinaltapped but I didn't even know my house was for sale! And my parents don't want to stay in NZ! 
399,3991,0,2234447225,Thu Jun 18 23:04:23 PDT 2009,NO_QUERY,liquidshade,someone please open a decent cafe on Trawalla Avenue. I'm sick of instant coffee 
400,4001,0,2234862053,Thu Jun 18 23:54:38 PDT 2009,NO_QUERY,BernBabyYeah,I see lightning outside. I really don't mind it @ all UNLESS my baby isn't beside me then I'll be depressed. 
401,4011,0,2235288192,Fri Jun 19 00:51:44 PDT 2009,NO_QUERY,CBethGlitter,toothache 
402,4021,0,2235706742,Fri Jun 19 01:52:36 PDT 2009,NO_QUERY,ljsking,"Finally, I found my old flickr ID. "
403,4031,0,2236120932,Fri Jun 19 02:54:26 PDT 2009,NO_QUERY,ashleighlaureen,"@kathy, what are you eating now? ;] Im in class but theres nothing to do so Im just mucking about. We're not allowed to talk though "
404,4041,0,2236508828,Fri Jun 19 03:53:14 PDT 2009,NO_QUERY,apt,@RealBillBailey He's great in it but not it it half as much as he should be 
405,4051,0,2236909159,Fri Jun 19 04:47:59 PDT 2009,NO_QUERY,BrieDinosaur,"So decide to go outside and read, and it starts pouring, and now I'm stuck outsideee "
406,4061,0,2237333383,Fri Jun 19 05:37:06 PDT 2009,NO_QUERY,MrHighSide,"Figures, I finish my Single Speed, then it rains for a week...  "
407,4071,0,2237816591,Fri Jun 19 06:24:17 PDT 2009,NO_QUERY,BostonKatie,Workkk I do nott want to be here today  thank God it's the weekend!
408,4081,0,2238357719,Fri Jun 19 07:10:24 PDT 2009,NO_QUERY,brentuwrf,"my cats got worms  Now I have 2sanitize everything &amp; give them medicine, which is not fun at all."
409,4091,0,2239393391,Fri Jun 19 08:29:21 PDT 2009,NO_QUERY,jKathryn,Urgghhh  that is all.
410,4101,0,2240284923,Fri Jun 19 09:33:44 PDT 2009,NO_QUERY,anglia_execs,"@ForeverUK Lol, I will do! I am finishing up now. Wanted the day off today but it didnt happen.. "
411,4111,0,2241087820,Fri Jun 19 10:31:33 PDT 2009,NO_QUERY,Jeewhizz,@Joffff I don't think blended chips will be very nice! 
412,4121,0,2242057000,Fri Jun 19 11:42:52 PDT 2009,NO_QUERY,RowdyJr,"is Class til 1, Change oil on car, work to 6 til 11 "
413,4131,0,2242838876,Fri Jun 19 12:41:45 PDT 2009,NO_QUERY,CaitiDavis,YEAR ONE COMES OUT TODAYYYYY!!! Too bad I have a party to go to  also @MelissaLev if u haven't seen the hangover GO SEE IT RIGHT NOW......
414,4141,0,2243589896,Fri Jun 19 13:38:40 PDT 2009,NO_QUERY,joezdy,"I do not like school, sorry mom!!!! "
415,4151,0,2244333760,Fri Jun 19 14:36:36 PDT 2009,NO_QUERY,andrewburgess,"Ouch, gas is $3 now "
416,4161,0,2244956216,Fri Jun 19 15:27:14 PDT 2009,NO_QUERY,combustingboy,@erikawhite yeah I hear traffic is bad 
417,4171,0,2245534116,Fri Jun 19 16:16:11 PDT 2009,NO_QUERY,danceswithelvis,@BulmaBriefs yes he is.  &lt;3  No take over of the world today.   Had a headache.
418,4181,0,2246047487,Fri Jun 19 17:01:05 PDT 2009,NO_QUERY,Mittens01,Teeth whitening...check....face mask....check.....crappy day at work tomorrow.....check 
419,4191,0,2246556581,Fri Jun 19 17:46:32 PDT 2009,NO_QUERY,luvpink7,this stupid mosquito bite is bugging me omg....hurts lol 
420,4201,0,2247036634,Fri Jun 19 18:29:42 PDT 2009,NO_QUERY,fueledbyoreos,"#inaperfectworld, I would have an iPhone already "
421,4211,0,2247541744,Fri Jun 19 19:15:08 PDT 2009,NO_QUERY,abbeyjo,My dog is super sick...  pray for her
422,4221,0,2248017776,Fri Jun 19 19:58:39 PDT 2009,NO_QUERY,BananaSandwhich,"I should be at the Dallas Bull, having some drinks, and watching Joe Nichols! This blows!!! "
423,4231,0,2248500873,Fri Jun 19 20:43:26 PDT 2009,NO_QUERY,WBKO,@Spiritualshack Sadly no I am not  What kind of store is it I may get you some people ;)
424,4241,0,2248961702,Fri Jun 19 21:28:54 PDT 2009,NO_QUERY,cliquedecamwa,ah! I just choked myself with ipod headphones... not fun 
425,4251,0,2249381824,Fri Jun 19 22:13:27 PDT 2009,NO_QUERY,emilia_romagna,"I slept in this morning (til 8!), and I'm staying up late tonight (til 10!). I'm such an old lady now that I work for the forest service "
426,4261,0,2249777589,Fri Jun 19 23:00:09 PDT 2009,NO_QUERY,Ollee64,/me is sickly...this does not fare well  wish me lucky sleepz
427,4271,0,2250204386,Fri Jun 19 23:57:08 PDT 2009,NO_QUERY,MiKeyThompson,"FINALLY saw the hangover, SO funny! loves it. Ashley's going away party tomorrow..  "
428,4281,0,2250610635,Sat Jun 20 00:59:51 PDT 2009,NO_QUERY,sole_lover,and I just got ditched by both of my girls 
429,4291,0,2251022069,Sat Jun 20 02:11:37 PDT 2009,NO_QUERY,sfgiantsgirl,@AK618 that's so weird that you can't go back though!! there's really no link at the bottom of the page to return to mobile? 
430,4301,0,2251418849,Sat Jun 20 03:26:40 PDT 2009,NO_QUERY,zguy916,@iphone_dev downloaded redsnow for windows and i cant open ?!?! Sorry im a newbie 
431,4311,0,2251797968,Sat Jun 20 04:36:41 PDT 2009,NO_QUERY,radjatega,@rahady did you wreck ur macbook pro? my condolences 
432,4321,0,2252191112,Sat Jun 20 05:41:19 PDT 2009,NO_QUERY,queenvierzha,"i think here he was, WHAT HE WAS THERE?!!? SO FVKIN BORED TONITE "
433,4331,0,2252577003,Sat Jun 20 06:33:59 PDT 2009,NO_QUERY,calinative,@anjuan I always cry during that scene 
434,4341,0,2252979641,Sat Jun 20 07:21:41 PDT 2009,NO_QUERY,Honeymane,@FireLioness  Terrible.
435,4351,0,2253403893,Sat Jun 20 08:06:45 PDT 2009,NO_QUERY,joshuas19,r CorbinBleu what is that Corbin? 
436,4361,0,2253865258,Sat Jun 20 08:51:50 PDT 2009,NO_QUERY,Luhkey1,Dealing with a sick 2 year old 
437,4371,0,2254374784,Sat Jun 20 09:39:05 PDT 2009,NO_QUERY,Kanappakick,Has yet to pack for Mexico and we leave tomorrow morning and I work until 8:30. 
438,4381,0,2254873892,Sat Jun 20 10:25:01 PDT 2009,NO_QUERY,TheOtherHalf2,@YandaraRJ Psh I couldve gone but when I came back from SF she was gone  Are u comin up for our bbq tomorrow night?
439,4391,0,2255387966,Sat Jun 20 11:11:17 PDT 2009,NO_QUERY,Thami0607,"Suzi, I miss u!!!!! I really wanted u to be here tonight! "
440,4401,0,2255896525,Sat Jun 20 11:57:26 PDT 2009,NO_QUERY,julieminevich,Yesterday was the first day in a very long time that I lost more followers than I gained. 
441,4411,0,2256416237,Sat Jun 20 12:44:29 PDT 2009,NO_QUERY,noelove78,"going 2 Sumter,  2 hour drive  with no air conditioner..damn"
442,4421,0,2256928344,Sat Jun 20 13:31:20 PDT 2009,NO_QUERY,Talabikins,has money woes  And doesn't know how she is going to pay this rent!
443,4431,0,2257415361,Sat Jun 20 14:18:02 PDT 2009,NO_QUERY,VR0,OH... s... I just realize it's 5... and I'm outta Martini ingredients.....  sniff.. .No vermouth... No Volka...  I've had better days.
444,4441,0,2257899512,Sat Jun 20 15:04:22 PDT 2009,NO_QUERY,2emc,@blogstech If your goal is sales - it's a *new* way to do it 
445,4451,0,2258394409,Sat Jun 20 15:51:21 PDT 2009,NO_QUERY,KristinaBode,"When I am frustrated, I ate - not a good behavior I know, and I am working on it...but today I felt sad again so, lots of calories "
446,4461,0,2258883497,Sat Jun 20 16:39:21 PDT 2009,NO_QUERY,RachelMcCozz,@Orla__ oh yes i remember what we were talking about now lol  a phone is a phone. i just discovered it today...pure gorgeous!
447,4471,0,2259350694,Sat Jun 20 17:26:05 PDT 2009,NO_QUERY,sexycat09,hey i am at home in bed but can not sleep 
448,4481,0,2259803488,Sat Jun 20 18:11:18 PDT 2009,NO_QUERY,ferntreacy,"Ooo, Pinstar1161 just came out of the woodwork to announce that the new Legacy Rules will be up next week. Still don't have the game  #TS3"
449,4491,0,2260282014,Sat Jun 20 18:58:07 PDT 2009,NO_QUERY,SallytheShizzle,@OfficialAS pfft i WONT! It's with my family.. we're looking at suits and shit. I want a kevin scarf :/ but i won't get it 
450,4501,0,2260767397,Sat Jun 20 19:44:31 PDT 2009,NO_QUERY,mssslee,im sooo tired and i havent really done anything all day...im also sad that bookie has to go to work i need some cuddle time 
451,4511,0,2261240946,Sat Jun 20 20:29:00 PDT 2009,NO_QUERY,marialovesjb9,"@LizJonasHQ I LOVE before the storm! I'm sad they're not doing it on the rest of the tour, let alone being with miiiley! "
452,4521,0,2261721183,Sat Jun 20 21:14:21 PDT 2009,NO_QUERY,lost_dog,@brigittec7 I am lost. Please help me find a good home. 
453,4531,0,2262158249,Sat Jun 20 21:59:35 PDT 2009,NO_QUERY,RayleneOrnelas,@TCCarter23 TC how has Brandon been? he hasn't talked to me in like a week. 
454,4541,0,2262565729,Sat Jun 20 22:46:04 PDT 2009,NO_QUERY,jeniashly,ok this is seriously pissing me off  i cant find all the songs i want to do a cd. grr stupid limewire
455,4551,0,2262960915,Sat Jun 20 23:37:30 PDT 2009,NO_QUERY,monsterjizz,Why wont it load 
456,4561,0,2263350812,Sun Jun 21 00:34:55 PDT 2009,NO_QUERY,SallytheShizzle,@MariaBernal pfft. I'd be upset too  I guess it's too hard to see a concert that far.  Maybe you can just... stalk 'em ;)
457,4571,0,2263762386,Sun Jun 21 01:44:21 PDT 2009,NO_QUERY,liaquintans,@winoona Thanks! Too bad I'm not a Globe subscriber.  Guess I'll just have to use the Internet. Haha. Thanks again! 
458,4581,0,2264151561,Sun Jun 21 02:57:12 PDT 2009,NO_QUERY,bethaned,Caught up on sleep weird dreams low energy tho 
459,4591,0,2264540993,Sun Jun 21 04:11:46 PDT 2009,NO_QUERY,hollyd0lly_x,feels like a shit friend. im sick of having to step carefully around people all the time 
460,4601,0,2264914169,Sun Jun 21 05:17:48 PDT 2009,NO_QUERY,dontforgetlaura,mmhhhhh ow yes ....studying 
461,4611,0,2265279027,Sun Jun 21 06:13:07 PDT 2009,NO_QUERY,JacobMoll86,Hung the fuck over and about to leave for work.  Here comes a loooooooooooooooooong horrible day 
462,4621,0,2265670532,Sun Jun 21 07:04:34 PDT 2009,NO_QUERY,carolm128,i can't believe is still raining 
463,4631,0,2266083487,Sun Jun 21 07:52:24 PDT 2009,NO_QUERY,AyeshaJ,"@assante OH you are SUCH a loser!!!!!!  YOU got an iPhone?!  And, what is this picture?!!  You went to grass on the green! Im jealous "
464,4641,0,2266537739,Sun Jun 21 08:40:44 PDT 2009,NO_QUERY,Awbrayy,"I miss my dad  lunch with mom, then packing for Tulsa! Kat, Honor Society, &amp; Jonas tomorrow !"
465,4651,0,2267008906,Sun Jun 21 09:28:25 PDT 2009,NO_QUERY,brandyellen,@MomTV Fix-up for single moms?! Hmm....that would be a great show idea! Just need a web cam  Lookin' for deals someday will get 1
466,4661,0,2282477880,Mon Jun 22 11:25:11 PDT 2009,NO_QUERY,KarenMesser,@PerezHilton Just seen your blog and the incident i wish i'd been there to help you  Stand your ground and we'll stand by you
467,4671,0,2283498240,Mon Jun 22 12:42:13 PDT 2009,NO_QUERY,placetogo,hinwill  http://www.lastfm.de/event/1040714
468,4681,0,2284629815,Mon Jun 22 14:07:04 PDT 2009,NO_QUERY,RYUZAKl,and no computer.. or cable on tv  so bored watching the same movies from dvds
469,4691,0,2285593614,Mon Jun 22 15:19:40 PDT 2009,NO_QUERY,gillymo,Off to bed. Hope tonight is better than last night. Was up through the night with pains in my tummy  sweet dreams everyone x
470,4701,0,2286313480,Mon Jun 22 16:16:34 PDT 2009,NO_QUERY,kirsten_mary,sister's 5th grade moving on ceremony  exactly the same when i did it 10 years ago. snap.
471,4711,0,2286941001,Mon Jun 22 17:08:04 PDT 2009,NO_QUERY,dsnydernc,"@BeejiveIM not showing up for me, still no update  apple, argh!!"
472,4721,0,2288246318,Mon Jun 22 18:54:43 PDT 2009,NO_QUERY,megangia,I'm truly so sad about Jon &amp; Kate's divorce  I feel like that marriage could have had a chance if they'd given up their show..
473,4731,0,2289546454,Mon Jun 22 20:37:53 PDT 2009,NO_QUERY,JBrandon,@JackiePearce she's in Africa - haven't heard from her at all 
474,4741,0,2295727517,Tue Jun 23 08:17:56 PDT 2009,NO_QUERY,gilmartiny,"I am so sorry I crunched you with the car, baby turtle. "
475,4751,0,2296459500,Tue Jun 23 09:12:36 PDT 2009,NO_QUERY,samecraft424,@AngelIbarra Im sure you're bummed bout leaving home for so long  but completely stoked for Warped at the same time haha
476,4761,0,2297343274,Tue Jun 23 10:19:30 PDT 2009,NO_QUERY,dibau_naum_h,"watching #TechAviv webcast, show-casing cool Israeli startup http://bit.ly/H5smf   Oh, transmission just broke "
477,4771,0,2298232868,Tue Jun 23 11:25:18 PDT 2009,NO_QUERY,sanemoms,"@themadmom so sorry you're dealing with a sick boy   may it be gone quickly!  just found out it's in my little guy's preschool, hugh"
478,4781,0,2299103579,Tue Jun 23 12:30:23 PDT 2009,NO_QUERY,CommuterMan,@holyschmoke  get stuck in a tunnel and wht do I come out too 13-13 pah! #lions should have called in ur wonder woman! Thx for updates 
479,4791,0,2299867376,Tue Jun 23 13:26:41 PDT 2009,NO_QUERY,skyrien,Can't watch William Gates Sr. (aka BillG's dad) due to overloaded servers. Shoulda just gone to the building... 
480,4801,0,2300773038,Tue Jun 23 14:34:27 PDT 2009,NO_QUERY,Michaelaax,my leg hurts. I kept limping today. 
481,4811,0,2301505990,Tue Jun 23 15:31:54 PDT 2009,NO_QUERY,craigchenery,Is starting to get used to people letting me down 
482,4821,0,2302274684,Tue Jun 23 16:34:49 PDT 2009,NO_QUERY,natalieelovee,@MollieOfficial would have done it but london is too too far from home  xx
483,4831,0,2302928744,Tue Jun 23 17:29:31 PDT 2009,NO_QUERY,AlainaCarrel,wanted to see transformers at midnight...but it's sold out 
484,4841,0,2321508326,Wed Jun 24 21:09:20 PDT 2009,NO_QUERY,melaniewhess,@zayneelady I think quitting means we give up that option. 
485,4851,0,2322010727,Wed Jun 24 21:54:36 PDT 2009,NO_QUERY,buffyjhamilton,"@mrgunn No, it just does nothing . "
486,4861,0,2322462416,Wed Jun 24 22:39:41 PDT 2009,NO_QUERY,JasonXJohnson,@MarciSolano I'm sorry  I wish you lived closer too then we could get coffee after work or whatever ;)
487,4871,0,2322871981,Wed Jun 24 23:26:41 PDT 2009,NO_QUERY,whats_up_jeremy,hoping that sleeping will take away the pain in my ladies... 
488,4881,0,2323262889,Thu Jun 25 00:15:15 PDT 2009,NO_QUERY,buddhapest,@Storm_Crow Yeah that sort of thing would make anything taste bitter  Hope your day improves soon.
489,4891,0,2323652586,Thu Jun 25 01:09:03 PDT 2009,NO_QUERY,FingerTech,Having trouble finding the second Golden Lion Statue in GTA: CW. 
490,4901,0,2324053361,Thu Jun 25 02:09:52 PDT 2009,NO_QUERY,KaveyF,"@FoodUrchin Never used to have to do this, and used to get loads of flowers and courgettes. But last 3-4 years crap. "
491,4911,0,2324463310,Thu Jun 25 03:13:10 PDT 2009,NO_QUERY,oliviaxxmcfly,neither acetone or hot water has worked im stuck with crappy nails 
492,4921,0,2324841645,Thu Jun 25 04:10:25 PDT 2009,NO_QUERY,xqjonah,I can't seem to fall asleep tonight 
493,4931,0,2325227753,Thu Jun 25 05:02:10 PDT 2009,NO_QUERY,Nad_OnAir,Raining cats &amp; dogs &amp; fishes &amp; fries... in Moscow 
494,4941,0,2325645965,Thu Jun 25 05:49:39 PDT 2009,NO_QUERY,Extremo,*unfollow.... Brain fail 
495,4951,0,2326134442,Thu Jun 25 06:36:07 PDT 2009,NO_QUERY,mother_tucker,@bydesign76 poor amy  it's not running. at all. ...and it's super expensive to fix. Suck.
496,4961,0,2326685640,Thu Jun 25 07:22:31 PDT 2009,NO_QUERY,KoolMan007,ughhh and he is in my group today 
497,4971,0,2327269514,Thu Jun 25 08:08:00 PDT 2009,NO_QUERY,Towe1985,still at wurk  bad times!!
498,4981,0,2327915372,Thu Jun 25 08:56:45 PDT 2009,NO_QUERY,dontcallmedom,Using XML Catalog resolver with Saxon to avoid fetching DTDs from the net http://bit.ly/saxondtd - not worky with /etc/xml/catalog for me 
499,4991,0,2328527678,Thu Jun 25 09:41:21 PDT 2009,NO_QUERY,_ajc_,@ShaunahFuegen I can't haz kittenz tonite?? 
500,5001,4,1467822272,Mon Apr 06 22:22:45 PDT 2009,NO_QUERY,ersle,I LOVE @Health4UandPets u guys r the best!! 
501,5011,4,1468101751,Mon Apr 06 23:43:22 PDT 2009,NO_QUERY,Jasselle,is at Moffitt Library with Ate Golda and Kuya Rosauro  iChat with Ate Golda = So much for studying -_-
502,5021,4,1468349142,Tue Apr 07 01:07:38 PDT 2009,NO_QUERY,chriggis,@hungryworship does that mean you're going to kill the eggs...die 
503,5031,4,1468571153,Tue Apr 07 02:28:56 PDT 2009,NO_QUERY,LadyParadis,"@Lady_Twitster Good so far thanks, hope yours will treat you well too "
504,5041,4,1468805288,Tue Apr 07 03:49:45 PDT 2009,NO_QUERY,LovePeace_xo,@mileycyrus Aww Well Wer Behind Ya  All Our Support  But Mother Nature Is Kind To Us Today We Hav A 10Pack Guy Wit Us Mmmmm  xxx
505,5051,4,1469110077,Tue Apr 07 05:14:32 PDT 2009,NO_QUERY,RuthieLive,@jojova i have to wait until I get to Lazboy- my 2nd home to get the java  if in New York in Syracuse it's pick a pair...ask for Ruthie
506,5061,4,1469530250,Tue Apr 07 06:39:38 PDT 2009,NO_QUERY,JessieODonnell,@jimyackel hope you are staying warm! Have a great day. 
507,5071,4,1469985417,Tue Apr 07 08:00:31 PDT 2009,NO_QUERY,pprlisa,@FabGirl that was exactly the way you were supposed to read that!! 
508,5081,4,1548613178,Fri Apr 17 21:27:07 PDT 2009,NO_QUERY,4Hours,@joelpiper 4hours boom boom  http://www.4hoursmusic.com
509,5091,4,1550789093,Sat Apr 18 07:16:25 PDT 2009,NO_QUERY,maggiejet,@kattatonic - welcome!  
510,5101,4,1551301918,Sat Apr 18 08:41:35 PDT 2009,NO_QUERY,bergenlarsen,"@arthurficial Nah, it is meeting with Major Hospital group and Major Medical Funder. ;) I'll have to organise DBN sometime "
511,5111,4,1551807829,Sat Apr 18 10:01:30 PDT 2009,NO_QUERY,Ebay_kitchen_,@EvelynBayCoffee - do you have a chocolate tea?  
512,5121,4,1553334281,Sat Apr 18 13:59:28 PDT 2009,NO_QUERY,savanahbby,@pumadiva2 heyy girl!! follow me. 
513,5131,4,1553834479,Sat Apr 18 15:20:15 PDT 2009,NO_QUERY,a_paige,@JoneShxt : I Do 
514,5141,4,1554525660,Sat Apr 18 17:14:09 PDT 2009,NO_QUERY,shih_wei,@VBalasubramani I love @nikiblack's dinner tweets and pics! 
515,5151,4,1556118786,Sat Apr 18 21:42:29 PDT 2009,NO_QUERY,Danneari,@jeffreecuntstar i do! 
516,5161,4,1556510004,Sat Apr 18 23:07:21 PDT 2009,NO_QUERY,just_catherine,@SwayShay Think its GREAT... Need to get out more tho!! Trapped inside on this damn addicting twitter LOL 
517,5171,4,1556811881,Sun Apr 19 00:27:57 PDT 2009,NO_QUERY,craftygoat,"@scottgerhardt You remember we have a 2-month-old, right? We are no longer in control of our sleeping schedule. "
518,5181,4,1557076347,Sun Apr 19 01:52:56 PDT 2009,NO_QUERY,milkdoves,@gfalcone601 I know! But there's a sweet 16 show on MTV where they take it all away from them for a week and make them work for it all! 
519,5191,4,1557307389,Sun Apr 19 03:17:26 PDT 2009,NO_QUERY,AusRob,This is my 1901st update..   Trying to decide where to go for our (potential) holiday later this year..ideas? suggestions?
520,5201,4,1557526577,Sun Apr 19 04:38:47 PDT 2009,NO_QUERY,spellrus,"@TheBetterSexDoc &quot;don't read about buddha, be the buddha&quot;  eckhart tolle "
521,5211,4,1557800870,Sun Apr 19 06:03:40 PDT 2009,NO_QUERY,FoxWhisperer,@MontanaOne Just for the record I don't believe in Sasquatches or ghosts. Although the stories I heard were pretty convincing. 
